,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
2523,21,70000,Mortgage,0.0,Personal,D,2500,16.49,0,0,3
2525,23,48756,Rent,5.0,Medical,B,4800,11.36,0,0,4
2526,23,78000,Mortgage,7.0,Venture,A,4600,7.66,0,0,3
2527,27,93600,Rent,1.0,Debtconsolidation,B,3000,10.36,0,0,9
2528,27,82000,Mortgage,0.0,Venture,B,14000,10.0,0,0,7
2529,23,92000,Rent,4.0,Venture,B,6000,12.42,0,0,3
2530,41,30000,Rent,3.0,Personal,A,8875,5.42,0,0,16
2531,36,120000,Rent,2.0,Homeimprovement,C,16000,13.06,0,0,16
2532,28,40500,Rent,9.0,Debtconsolidation,A,15000,7.88,1,0,5
2533,23,15000,Rent,3.0,Debtconsolidation,B,5175,12.18,1,0,2
2534,40,30996,Rent,2.0,Medical,C,1500,13.72,1,1,14
2535,37,60000,Own,15.0,Homeimprovement,A,5000,9.32,0,0,12
2536,23,19000,Rent,2.0,Education,C,6000,10.59,1,0,2
2537,29,34999,Mortgage,8.0,Debtconsolidation,D,6250,15.95,1,1,9
2538,22,33000,Rent,0.0,Medical,C,5600,13.23,1,1,4
2539,23,65000,Mortgage,7.0,Venture,B,13750,9.62,0,0,3
2540,25,79000,Mortgage,0.0,Personal,A,9000,6.76,0,0,4
2541,39,11820,Rent,0.0,Medical,B,1500,11.11,0,0,11
2542,23,130000,Own,7.0,Venture,C,15000,13.22,0,1,3
2543,27,105000,Mortgage,3.0,Education,C,25000,12.23,0,0,5
2544,25,34000,Rent,4.0,Venture,B,8200,12.21,0,0,4
2546,28,37290,Mortgage,7.0,Personal,A,5500,5.42,0,0,5
2547,25,70000,Rent,4.0,Personal,C,8000,15.96,0,1,3
2548,37,50000,Mortgage,15.0,Venture,A,8400,6.03,0,0,11
2549,20,42000,Rent,4.0,Venture,B,6500,11.71,0,0,2
2550,23,48562,Rent,4.0,Venture,A,3500,8.0,0,0,2
2551,36,50000,Rent,6.0,Venture,C,7200,13.98,0,0,15
2552,25,15000,Own,2.0,Homeimprovement,D,1750,15.31,0,1,4
2553,27,45000,Mortgage,3.0,Personal,A,4000,6.99,0,0,7
2554,25,47052,Rent,5.0,Education,B,21250,10.99,1,0,2
2555,45,60000,Rent,4.0,Debtconsolidation,B,25000,9.99,1,0,16
2557,39,37800,Rent,5.0,Debtconsolidation,B,7000,11.49,0,0,16
2558,24,56000,Mortgage,8.0,Medical,A,12250,6.03,0,0,4
2559,25,80000,Own,3.0,Education,C,10000,14.72,0,1,3
2560,54,97800,Mortgage,11.0,Personal,C,10000,13.23,0,1,20
2561,22,74500,Mortgage,6.0,Venture,C,8000,15.96,0,0,3
2562,26,48000,Mortgage,4.0,Personal,A,10000,5.79,0,0,3
2563,21,48996,Mortgage,5.0,Venture,D,15000,15.58,1,1,3
2564,27,113800,Mortgage,3.0,Medical,A,7500,8.63,0,0,10
2566,39,50000,Mortgage,1.0,Education,A,8000,7.68,0,0,14
2567,22,52000,Rent,6.0,Personal,D,9000,14.11,0,1,3
2568,37,60000,Rent,4.0,Medical,B,14400,10.62,0,0,15
2569,25,66000,Own,9.0,Personal,A,15000,7.49,0,0,4
2570,24,65000,Own,8.0,Education,A,9000,7.29,0,0,4
2571,23,75000,Mortgage,5.0,Education,A,31825,7.9,0,0,2
2572,21,12000,Rent,2.0,Homeimprovement,B,3250,9.99,1,0,2
2573,24,100000,Rent,5.0,Homeimprovement,B,16000,11.12,0,0,3
2574,26,38400,Own,2.0,Education,B,5550,9.99,0,0,2
2575,25,31500,Rent,8.0,Debtconsolidation,A,14850,8.9,1,0,3
2576,31,50000,Mortgage,4.0,Venture,A,16000,8.9,0,0,8
2577,33,55920,Mortgage,9.0,Education,A,22000,7.88,0,0,6
2578,23,70000,Rent,2.0,Debtconsolidation,A,10000,9.63,0,0,3
2579,23,58500,Mortgage,6.0,Medical,A,4000,8.0,0,0,2
2580,28,48715,Rent,2.0,Venture,C,12000,12.87,0,0,10
2581,27,73680,Mortgage,11.0,Debtconsolidation,E,10000,17.93,1,1,6
2582,30,50000,Mortgage,0.0,Education,D,10000,16.89,0,0,10
2583,24,38000,Rent,5.0,Debtconsolidation,A,5600,6.62,0,0,4
2584,25,28500,Rent,0.0,Debtconsolidation,B,7000,10.0,0,0,3
2585,24,69996,Rent,0.0,Debtconsolidation,B,5000,5.79,0,0,4
2586,28,16000,Rent,2.0,Debtconsolidation,E,5000,16.45,1,1,7
2587,49,80000,Rent,0.0,Homeimprovement,A,4800,7.88,0,0,15
2588,24,45000,Mortgage,3.0,Venture,C,15000,13.06,0,0,3
2589,23,40000,Rent,1.0,Personal,A,6000,7.68,0,0,2
2590,28,60000,Own,1.0,Homeimprovement,D,22000,14.09,0,1,8
2591,46,60000,Rent,10.0,Medical,C,15000,13.49,0,0,17
2594,25,82729,Own,8.0,Venture,A,4800,6.17,0,0,3
2595,28,50000,Rent,2.0,Medical,D,2000,16.89,1,0,7
2596,23,65000,Mortgage,1.0,Debtconsolidation,A,7000,8.49,0,0,4
2597,28,85000,Rent,1.0,Education,A,14400,9.07,0,0,8
2598,35,133000,Mortgage,3.0,Homeimprovement,D,15000,16.77,0,0,7
2599,23,31800,Rent,7.0,Personal,C,9600,13.48,1,1,3
2600,30,96000,Mortgage,14.0,Homeimprovement,A,6000,5.42,0,0,6
2601,33,66000,Rent,17.0,Education,A,5000,7.29,0,0,8
2602,26,115600,Mortgage,4.0,Debtconsolidation,A,9925,7.29,0,0,4
2603,29,60000,Rent,3.0,Debtconsolidation,B,8000,12.42,0,0,7
2604,35,14400,Rent,2.0,Venture,B,4800,10.62,1,0,7
2605,29,54000,Rent,0.0,Education,B,18000,10.99,1,0,6
2606,47,59827,Mortgage,9.0,Education,D,6000,15.58,1,0,15
2608,22,75000,Rent,4.0,Personal,B,12000,11.49,0,0,3
2609,27,44004,Rent,2.0,Personal,E,6000,17.19,1,1,5
2610,29,54000,Rent,1.0,Homeimprovement,B,2000,10.01,0,0,7
2611,31,175000,Mortgage,3.0,Education,E,7500,19.69,0,0,9
2612,25,85100,Mortgage,9.0,Personal,A,4500,6.39,0,0,3
2613,26,87000,Mortgage,0.0,Personal,B,15000,10.62,0,0,4
2614,33,80000,Rent,5.0,Personal,B,1800,10.75,0,0,7
2615,29,74004,Mortgage,13.0,Personal,B,13000,11.26,0,0,6
2616,23,95327,Own,4.0,Venture,A,4325,7.74,0,0,2
2618,22,48600,Mortgage,6.0,Education,B,12000,12.42,1,0,4
2619,22,44004,Rent,2.0,Debtconsolidation,A,5000,8.9,0,0,3
2620,24,75000,Rent,8.0,Personal,C,5000,11.78,0,1,2
2621,25,45000,Rent,0.0,Medical,C,4000,13.8,0,1,4
2622,35,92000,Mortgage,19.0,Medical,A,14400,6.99,0,0,10
2623,32,37000,Rent,4.0,Medical,B,6000,10.36,0,0,8
2624,22,30000,Rent,4.0,Medical,C,6500,13.85,0,0,3
2626,31,34000,Rent,9.0,Venture,B,15000,9.88,1,0,6
2627,24,38000,Mortgage,8.0,Personal,B,5000,10.0,0,0,3
2628,30,89000,Mortgage,3.0,Personal,B,10800,11.99,0,0,8
2629,27,57886,Mortgage,7.0,Venture,A,4000,7.9,0,0,9
2630,33,51996,Rent,4.0,Debtconsolidation,A,10000,7.14,0,0,6
2631,32,27000,Rent,2.0,Medical,C,6000,12.73,0,0,10
2633,32,30000,Rent,5.0,Education,C,14300,13.49,1,0,8
2634,33,24000,Rent,3.0,Education,B,1600,8.88,0,0,6
2635,31,75000,Rent,2.0,Venture,A,6000,7.68,0,0,10
2636,27,54000,Mortgage,4.0,Medical,A,9000,6.62,0,0,10
2637,22,34000,Rent,3.0,Debtconsolidation,A,4975,7.51,1,0,2
2638,36,32000,Own,0.0,Education,A,1200,7.14,0,0,16
2639,28,24000,Mortgage,2.0,Personal,A,1500,7.14,0,0,6
2640,24,40000,Rent,1.0,Medical,C,3000,14.22,0,0,4
2641,26,43200,Mortgage,10.0,Homeimprovement,B,2500,9.88,0,0,4
2642,28,85000,Mortgage,2.0,Education,A,15000,8.49,0,0,7
2643,23,66000,Mortgage,1.0,Education,B,13200,11.14,0,0,4
2645,33,102000,Mortgage,6.0,Education,C,8700,12.99,0,1,9
2646,40,50000,Mortgage,5.0,Homeimprovement,D,6000,14.96,0,1,16
2647,22,61000,Mortgage,1.0,Debtconsolidation,C,21000,14.26,0,1,4
2648,32,41400,Own,0.0,Personal,A,10500,6.62,0,0,9
2650,22,73700,Rent,3.0,Education,F,8800,18.21,0,1,3
2651,26,25596,Rent,0.0,Medical,B,6500,9.99,0,0,4
2652,29,12000,Own,0.0,Homeimprovement,B,4500,11.14,1,0,6
2653,24,72000,Rent,8.0,Homeimprovement,C,12000,13.99,0,1,4
2654,22,41504,Rent,6.0,Education,C,4800,12.99,0,0,4
2655,25,50000,Mortgage,9.0,Personal,A,10000,6.92,0,0,2
2656,22,29004,Rent,0.0,Homeimprovement,D,1200,15.7,1,1,4
2657,21,35000,Own,2.0,Venture,C,7200,15.23,0,0,4
2658,21,36500,Rent,2.0,Venture,A,5500,7.51,0,0,2
2659,23,82500,Mortgage,0.0,Education,A,5000,8.49,0,0,4
2660,29,36000,Rent,1.0,Venture,B,12000,12.21,1,0,10
2662,27,41500,Own,11.0,Venture,A,4500,7.49,0,0,5
2663,38,85000,Mortgage,15.0,Venture,A,15000,6.03,0,0,15
2665,23,130000,Mortgage,1.0,Education,C,15000,12.87,0,1,4
2666,36,69000,Rent,0.0,Homeimprovement,D,25000,14.59,1,0,12
2667,32,98000,Mortgage,16.0,Debtconsolidation,B,15000,10.95,1,0,5
2668,23,33996,Rent,1.0,Education,C,5500,13.47,0,1,2
2669,22,52000,Mortgage,2.0,Medical,B,18000,9.88,0,0,4
2670,26,100000,Rent,6.0,Venture,C,14000,13.85,0,0,4
2672,27,90000,Rent,11.0,Personal,B,15600,12.69,0,0,9
2673,23,31200,Rent,0.0,Personal,C,3200,13.49,0,1,2
2674,22,50000,Mortgage,3.0,Education,A,2500,7.51,0,0,4
2675,22,55000,Mortgage,6.0,Personal,C,13000,13.85,0,0,3
2676,22,60000,Rent,2.0,Medical,B,5125,11.86,0,0,3
2678,44,100000,Rent,5.0,Education,A,13500,8.9,0,0,17
2679,22,55000,Rent,5.0,Debtconsolidation,A,6000,7.51,0,0,3
2681,23,25000,Rent,3.0,Venture,B,10000,11.83,1,0,3
2682,22,40000,Rent,0.0,Debtconsolidation,A,2100,6.39,0,0,2
2683,25,30000,Rent,2.0,Medical,B,2000,10.38,0,0,3
2684,23,60000,Rent,2.0,Debtconsolidation,B,12800,10.59,0,0,4
2685,22,44000,Rent,3.0,Debtconsolidation,B,12000,11.86,1,0,2
2686,24,37000,Mortgage,8.0,Medical,B,10000,10.99,0,0,3
2687,24,39000,Mortgage,3.0,Debtconsolidation,D,4150,17.58,1,1,2
2688,24,36000,Mortgage,5.0,Medical,C,4000,15.23,1,1,3
2690,30,31200,Rent,5.0,Medical,B,6000,9.91,0,0,8
2691,22,72000,Mortgage,6.0,Medical,A,5000,6.54,0,0,2
2692,22,48000,Rent,2.0,Medical,B,4650,10.99,0,0,4
2693,24,110000,Own,8.0,Venture,C,16000,12.73,0,0,4
2694,37,108000,Rent,0.0,Homeimprovement,E,20000,16.32,1,0,15
2695,26,35880,Rent,2.0,Venture,A,5000,7.68,0,0,4
2696,47,178000,Own,31.0,Venture,B,9000,10.99,0,0,17
2697,31,93000,Mortgage,10.0,Medical,A,3000,8.49,0,0,8
2698,40,64200,Rent,2.0,Education,A,3000,7.74,0,0,13
2699,22,24000,Own,6.0,Medical,B,5000,12.21,0,0,3
2700,21,72500,Rent,3.0,Education,C,14000,13.49,0,1,3
2701,23,81000,Rent,5.0,Education,B,3500,10.75,0,0,3
2702,21,24996,Own,3.0,Education,D,7000,15.58,0,0,2
2703,37,78000,Mortgage,9.0,Debtconsolidation,E,20000,16.35,1,0,14
2704,28,60000,Rent,8.0,Education,A,10000,8.9,0,0,9
2705,31,101000,Mortgage,6.0,Personal,A,12000,9.63,0,0,7
2706,27,140000,Mortgage,7.0,Personal,A,18000,7.9,0,0,9
2707,25,48000,Rent,2.0,Venture,B,8000,10.59,0,0,4
2708,43,48000,Rent,1.0,Personal,B,6000,11.14,0,0,13
2709,32,54000,Rent,2.0,Medical,A,5000,7.9,0,0,7
2710,22,48996,Mortgage,5.0,Medical,A,5000,7.9,0,0,4
2711,23,44000,Mortgage,7.0,Personal,A,10000,8.49,1,0,4
2712,30,93000,Mortgage,14.0,Medical,B,22500,11.83,0,0,9
2713,22,60000,Mortgage,0.0,Education,A,14000,7.49,1,0,2
2714,29,48000,Mortgage,3.0,Venture,C,17375,14.27,0,1,10
2715,26,80952,Rent,6.0,Education,D,13200,16.77,0,0,4
2716,28,100000,Own,7.0,Medical,C,18000,13.92,0,1,9
2717,26,120000,Mortgage,3.0,Personal,A,4600,6.39,0,0,2
2718,25,50000,Rent,3.0,Venture,D,16000,17.58,1,0,4
2719,25,122000,Mortgage,9.0,Personal,C,20000,13.23,0,1,4
2720,25,28000,Rent,2.0,Personal,B,6000,10.59,1,0,4
2721,23,74880,Rent,3.0,Education,B,3500,11.11,0,0,4
2722,34,32000,Rent,6.0,Education,D,8000,17.27,0,1,10
2723,26,85000,Mortgage,0.0,Venture,B,20000,10.37,0,0,2
2724,23,54000,Mortgage,0.0,Education,B,10000,11.49,0,0,4
2725,30,40000,Rent,2.0,Medical,C,14000,12.73,1,0,8
2726,22,58170,Rent,1.0,Education,A,3000,9.07,1,0,2
2727,32,37000,Mortgage,3.0,Personal,B,3000,11.49,0,0,7
2728,32,170000,Rent,9.0,Personal,B,10000,11.14,0,0,5
2729,25,85000,Mortgage,5.0,Venture,B,18000,9.88,0,0,3
2730,26,46000,Rent,4.0,Personal,A,9000,7.14,0,0,3
2731,36,94000,Mortgage,14.0,Homeimprovement,A,4200,5.99,0,0,12
2732,27,49000,Mortgage,11.0,Medical,B,8500,10.59,0,0,10
2733,23,58000,Rent,1.0,Medical,B,12800,12.42,0,0,2
2734,21,25500,Rent,6.0,Education,C,2000,13.47,0,0,2
2735,23,95000,Mortgage,1.0,Education,C,19800,13.22,1,1,4
2736,24,80000,Mortgage,8.0,Education,A,10000,8.9,0,0,4
2737,27,51456,Own,3.0,Personal,B,8000,10.62,0,0,7
2738,23,120000,Mortgage,7.0,Medical,A,6000,6.99,0,0,3
2739,42,125000,Mortgage,5.0,Venture,A,35000,7.9,0,0,17
2740,40,550000,Mortgage,4.0,Venture,B,18000,11.12,0,0,12
2741,26,68004,Rent,10.0,Debtconsolidation,D,3500,15.28,1,1,3
2742,24,108000,Rent,6.0,Education,B,8800,10.99,0,0,4
2743,23,29000,Rent,1.0,Venture,A,6000,5.99,0,0,3
2744,29,240000,Mortgage,11.0,Personal,D,35000,14.91,0,0,6
2745,24,97850,Rent,5.0,Homeimprovement,A,10000,7.51,0,0,4
2746,21,65000,Mortgage,5.0,Venture,A,10000,6.03,0,0,3
2747,28,48500,Rent,3.0,Venture,D,7500,12.86,0,0,7
2748,25,80000,Mortgage,5.0,Homeimprovement,C,14625,12.68,0,1,4
2749,25,118000,Mortgage,8.0,Homeimprovement,A,15000,7.88,0,0,4
2750,21,75000,Mortgage,5.0,Personal,C,20000,13.11,0,1,2
2751,25,75000,Mortgage,5.0,Medical,A,1500,6.54,0,0,4
2753,29,244800,Rent,8.0,Medical,D,8000,14.09,1,0,5
2754,29,59000,Mortgage,6.0,Homeimprovement,A,10000,6.91,0,0,5
2757,26,57550,Mortgage,0.0,Debtconsolidation,A,3500,5.42,0,0,4
2758,26,51000,Mortgage,2.0,Debtconsolidation,A,12000,6.17,0,0,4
2759,34,90000,Mortgage,19.0,Venture,C,5000,13.61,0,1,8
2761,31,24000,Rent,2.0,Personal,C,4000,13.48,0,1,6
2762,37,44000,Mortgage,14.0,Personal,A,5000,7.49,0,0,13
2763,30,11440,Own,3.0,Medical,C,1750,12.73,0,1,5
2764,22,87000,Mortgage,0.0,Personal,B,8000,12.21,0,0,4
2765,23,54400,Rent,2.0,Medical,D,5000,16.49,1,0,4
2766,23,50000,Rent,8.0,Medical,B,5825,10.65,0,0,2
2768,32,80000,Own,2.0,Venture,B,10000,11.14,0,0,9
2769,29,34000,Rent,0.0,Venture,B,3500,12.69,0,0,8
2770,23,100000,Mortgage,0.0,Debtconsolidation,A,7000,8.59,0,0,4
2771,31,85000,Mortgage,15.0,Personal,A,4500,6.54,0,0,6
2772,22,21996,Rent,6.0,Debtconsolidation,C,2400,12.53,0,0,4
2773,24,120000,Own,8.0,Homeimprovement,C,21000,14.26,0,1,2
2774,24,30000,Rent,0.0,Personal,D,6000,14.11,1,1,4
2775,23,80000,Mortgage,7.0,Debtconsolidation,A,10000,7.74,0,0,3
2776,35,29311,Rent,0.0,Education,A,1000,7.49,0,0,9
2777,28,49000,Rent,6.0,Debtconsolidation,D,4800,15.99,1,0,5
2778,29,91080,Mortgage,4.0,Homeimprovement,D,15600,15.7,0,0,9
2779,30,32004,Own,4.0,Venture,A,5500,8.0,0,0,8
2780,24,72000,Mortgage,1.0,Education,B,16000,10.25,0,0,3
2781,38,110000,Own,6.0,Venture,C,12000,12.99,0,0,11
2782,32,52500,Mortgage,9.0,Homeimprovement,C,7000,12.99,0,0,9
2783,21,40116,Rent,2.0,Venture,A,6500,5.79,0,0,3
2784,21,51000,Mortgage,5.0,Personal,A,6000,7.88,0,0,2
2785,24,60000,Rent,2.0,Medical,C,5000,13.99,0,1,2
2786,21,39996,Mortgage,5.0,Personal,B,8000,10.25,0,0,4
2787,23,54000,Mortgage,7.0,Medical,A,13500,9.63,0,0,2
2788,23,55000,Rent,1.0,Medical,A,3800,6.76,0,0,4
2789,27,80000,Mortgage,6.0,Medical,B,23750,10.99,0,0,9
2790,23,42048,Mortgage,7.0,Education,A,8500,7.74,0,0,3
2791,28,62000,Rent,4.0,Personal,C,7200,12.99,0,1,9
2792,38,43000,Rent,4.0,Debtconsolidation,B,3500,11.83,0,0,12
2795,26,95459,Rent,10.0,Debtconsolidation,C,4400,13.8,0,0,4
2796,24,56000,Mortgage,8.0,Debtconsolidation,E,20000,16.7,1,1,4
2797,25,65000,Own,3.0,Venture,A,8700,7.88,0,0,3
2798,24,20000,Own,2.0,Homeimprovement,A,3000,8.94,0,0,2
2800,27,36000,Mortgage,8.0,Homeimprovement,A,12500,6.03,1,0,7
2801,22,32376,Rent,1.0,Education,C,10000,13.61,1,1,4
2802,28,80000,Own,1.0,Medical,A,3000,6.54,0,0,9
2803,23,92000,Rent,0.0,Education,A,6500,8.0,0,0,3
2804,22,25000,Rent,2.0,Education,A,8400,6.62,1,0,2
2805,24,100000,Mortgage,0.0,Debtconsolidation,C,16000,14.72,0,0,2
2806,24,75000,Mortgage,6.0,Venture,B,25000,10.99,0,0,2
2807,25,53000,Rent,5.0,Education,C,15000,14.27,0,1,2
2809,35,54084,Rent,2.0,Debtconsolidation,C,3000,12.61,0,0,6
2810,43,45000,Rent,5.0,Education,A,7000,5.42,0,0,12
2811,25,59600,Mortgage,5.0,Education,E,6000,16.45,1,0,4
2812,22,55000,Mortgage,6.0,Education,C,1400,13.49,0,1,3
2813,23,36000,Rent,0.0,Education,C,3000,12.29,1,0,2
2814,28,159000,Rent,5.0,Personal,D,6000,15.95,1,0,10
2815,31,50000,Rent,0.0,Personal,C,2400,11.03,0,1,8
2816,35,70000,Rent,1.0,Homeimprovement,C,10000,13.98,0,0,7
2818,24,36000,Rent,5.0,Venture,D,3525,14.59,0,1,3
2821,25,102000,Mortgage,3.0,Debtconsolidation,A,11200,7.91,0,0,4
2822,25,74000,Mortgage,9.0,Education,A,18000,7.9,1,0,2
2823,28,64000,Mortgage,3.0,Medical,C,5000,13.23,0,0,6
2824,24,30000,Rent,3.0,Medical,D,5300,15.28,1,1,3
2825,25,51996,Rent,8.0,Medical,B,12000,12.21,0,0,4
2826,34,80000,Mortgage,0.0,Personal,A,15000,6.03,0,0,10
2827,22,36000,Rent,0.0,Personal,B,3000,11.71,0,0,3
2829,23,24091,Mortgage,5.0,Personal,C,3500,12.99,0,1,2
2830,40,58000,Mortgage,9.0,Education,E,8000,18.79,0,1,12
2831,22,125000,Rent,3.0,Debtconsolidation,A,16000,7.9,0,0,2
2832,30,130000,Mortgage,6.0,Debtconsolidation,A,10000,8.49,0,0,10
2833,35,72000,Mortgage,2.0,Education,E,20000,16.7,1,1,9
2834,22,35000,Own,1.0,Education,B,8000,12.69,0,0,4
2835,28,64049,Mortgage,7.0,Education,B,20000,12.69,0,0,7
2836,40,53000,Rent,2.0,Homeimprovement,A,12000,7.88,0,0,11
2837,27,54000,Rent,4.0,Personal,C,4000,12.61,0,1,6
2838,24,86400,Rent,5.0,Debtconsolidation,C,2800,14.65,0,1,4
2839,24,38400,Rent,2.0,Debtconsolidation,A,5500,6.92,0,0,3
2841,28,82500,Mortgage,12.0,Medical,A,11000,7.49,0,0,9
2842,25,93200,Mortgage,9.0,Education,D,25000,15.58,0,1,4
2843,24,50000,Mortgage,8.0,Education,A,3000,7.66,0,0,2
2844,34,67656,Own,18.0,Venture,A,11000,7.88,0,0,8
2845,24,25632,Mortgage,4.0,Education,B,1500,9.91,0,0,3
2846,24,63000,Rent,8.0,Venture,B,12000,10.65,0,0,3
2847,22,49500,Rent,0.0,Personal,C,9000,14.35,0,1,4
2850,48,60000,Mortgage,8.0,Medical,B,8000,10.37,0,0,17
2851,30,93000,Mortgage,11.0,Homeimprovement,C,18000,15.23,0,0,9
2852,33,14400,Rent,2.0,Medical,B,3000,11.83,1,0,5
2853,22,80000,Mortgage,6.0,Personal,A,5000,7.14,0,0,2
2854,26,50000,Mortgage,10.0,Homeimprovement,E,15000,16.0,0,0,3
2855,32,25000,Own,15.0,Medical,B,9175,10.99,0,0,10
2856,25,70356,Rent,8.0,Homeimprovement,A,7000,7.29,0,0,4
2857,25,38000,Rent,5.0,Debtconsolidation,B,5200,10.74,0,0,3
2858,25,9600,Rent,0.0,Medical,C,1200,15.23,0,0,2
2859,28,63000,Rent,0.0,Medical,B,12000,10.37,0,0,10
2860,30,120000,Mortgage,12.0,Education,A,6000,5.42,0,0,9
2861,28,230000,Mortgage,12.0,Debtconsolidation,B,10000,10.95,0,0,6
2862,29,130000,Mortgage,13.0,Debtconsolidation,C,6000,13.04,0,1,9
2863,31,80000,Mortgage,5.0,Venture,A,6000,7.4,0,0,9
2864,22,55000,Rent,6.0,Education,C,6000,14.27,0,1,2
2865,28,67000,Rent,5.0,Debtconsolidation,A,24000,7.49,1,0,10
2867,35,28080,Rent,3.0,Medical,C,9600,13.57,1,1,7
2868,35,85000,Mortgage,2.0,Medical,B,14000,10.65,0,0,5
2869,24,81600,Rent,5.0,Venture,C,8000,12.84,0,1,2
2870,29,60000,Mortgage,11.0,Venture,C,6000,15.27,1,1,10
2872,23,40000,Rent,5.0,Education,D,12800,16.0,1,1,3
2873,27,60000,Rent,2.0,Homeimprovement,B,2000,9.91,0,0,9
2874,22,15708,Rent,0.0,Homeimprovement,B,4000,11.12,1,0,3
2875,23,20004,Mortgage,2.0,Education,E,2500,16.82,0,1,2
2876,29,72000,Rent,1.0,Venture,B,6000,9.63,0,0,5
2877,28,50000,Rent,0.0,Education,A,7000,8.32,0,0,5
2878,32,36000,Rent,2.0,Venture,A,3050,6.99,0,0,5
2879,28,245000,Mortgage,0.0,Personal,E,18000,17.39,0,1,9
2880,27,30000,Rent,2.0,Venture,B,11500,10.36,1,0,6
2881,28,81996,Mortgage,12.0,Education,B,3000,12.42,0,0,5
2882,29,160000,Mortgage,9.0,Personal,C,14700,13.43,0,1,5
2883,23,54000,Rent,7.0,Personal,B,1500,9.62,0,0,3
2884,21,84000,Mortgage,5.0,Debtconsolidation,B,10000,12.53,0,0,4
2886,22,140000,Mortgage,6.0,Education,B,10000,10.99,0,0,3
2887,25,72000,Mortgage,9.0,Education,B,14000,12.42,0,0,2
2888,26,280000,Rent,4.0,Personal,C,10000,15.96,0,1,3
2889,21,35000,Mortgage,5.0,Personal,B,6900,12.42,0,0,3
2890,29,120000,Rent,1.0,Venture,C,17500,12.87,0,1,8
2891,22,14400,Rent,1.0,Venture,D,5600,14.59,1,1,2
2892,21,26940,Rent,1.0,Education,A,2500,5.42,0,0,4
2893,26,50000,Mortgage,5.0,Education,A,5000,7.4,0,0,2
2895,24,54500,Mortgage,7.0,Medical,D,8000,17.49,1,0,4
2896,23,60000,Rent,0.0,Education,C,9600,14.65,0,1,2
2897,25,75000,Rent,8.0,Personal,B,9600,12.69,0,0,3
2898,24,60000,Mortgage,0.0,Venture,A,12000,7.9,0,0,3
2899,24,43995,Rent,0.0,Personal,C,7400,13.99,1,1,4
2901,26,64000,Rent,0.0,Debtconsolidation,B,1000,10.75,0,0,2
2903,29,115000,Mortgage,13.0,Debtconsolidation,A,5000,6.03,0,0,9
2904,25,24000,Rent,0.0,Personal,B,2000,10.38,0,0,4
2905,34,54000,Mortgage,5.0,Homeimprovement,A,27000,7.9,0,0,5
2906,50,41496,Rent,9.0,Medical,D,5000,15.31,1,1,12
2908,23,54000,Mortgage,2.0,Medical,D,7500,15.58,1,0,2
2910,26,135000,Mortgage,6.0,Education,D,15000,15.33,0,1,2
2911,27,26592,Rent,1.0,Personal,A,2500,7.14,1,0,6
2912,24,49992,Rent,5.0,Venture,D,8000,15.95,0,1,2
2913,34,98000,Own,19.0,Medical,B,16000,10.99,0,0,10
2914,24,60140,Rent,2.0,Debtconsolidation,A,7000,8.59,0,0,4
2915,23,40000,Rent,3.0,Venture,B,1000,10.62,0,0,4
2916,39,80000,Mortgage,0.0,Homeimprovement,C,19800,13.23,0,1,13
2917,33,60000,Rent,3.0,Personal,A,9000,8.49,0,0,5
2918,25,63000,Mortgage,9.0,Education,B,25000,11.49,0,0,2
2919,36,61000,Mortgage,2.0,Venture,B,10000,10.25,0,0,14
2920,26,140000,Mortgage,10.0,Venture,B,24250,12.53,0,0,4
2921,32,75000,Mortgage,4.0,Homeimprovement,B,12000,11.71,0,0,6
2922,23,77000,Mortgage,7.0,Education,A,10000,7.88,0,0,4
2924,21,38000,Mortgage,5.0,Education,C,7000,13.49,0,1,3
2925,27,163232,Mortgage,5.0,Venture,B,4800,11.71,0,0,8
2926,36,174462,Rent,9.0,Venture,E,20000,17.04,1,0,16
2928,23,57996,Rent,7.0,Education,C,10000,13.23,0,0,3
2929,28,50343,Own,11.0,Homeimprovement,A,22000,7.49,0,0,5
2930,26,74000,Rent,3.0,Personal,B,9000,10.0,0,0,3
2931,49,69000,Rent,0.0,Homeimprovement,D,16000,14.96,1,1,12
2932,26,125000,Rent,0.0,Education,A,15500,7.88,0,0,2
2935,28,70000,Mortgage,12.0,Personal,A,3000,6.39,0,0,8
2936,23,25920,Rent,4.0,Personal,D,10000,15.58,1,0,4
2937,25,58296,Rent,9.0,Debtconsolidation,A,5000,6.17,0,0,4
2938,24,205000,Mortgage,2.0,Medical,B,11000,10.99,0,0,4
2939,34,58800,Mortgage,3.0,Homeimprovement,E,17000,17.74,1,0,10
2941,35,36000,Rent,9.0,Medical,D,12000,16.29,1,0,9
2942,25,55000,Mortgage,9.0,Education,B,6300,11.49,0,0,3
2943,27,24000,Rent,2.0,Debtconsolidation,A,8000,7.29,1,0,7
2944,24,40000,Rent,1.0,Medical,B,1000,10.99,0,0,3
2945,25,130000,Rent,3.0,Homeimprovement,A,2000,6.99,0,0,4
2946,22,76000,Rent,6.0,Education,B,7000,11.12,0,0,2
2947,24,45996,Rent,3.0,Education,C,2000,12.98,0,1,4
2948,28,66725,Rent,3.0,Medical,D,9000,16.29,1,0,8
